EAN,Produto_Original,Status,Preço_De_Tabela,Preço_Pix,Preço_Cartão,Farmácia
7.89627E+12,Betnovate N 1mg/g + 5mg/g Creme Dermatológica 30g,Esgotado,49.2,41.6,43.79,Vera Cruz
7.89611E+12,Kit Solução para Lentes Bio Soak Olhos Sensíveis 360ml+120ml + Estojo para Lentes,Disponível,54.5,46.6,49.05,Vera Cruz
7.8981E+12,Salicetil Infantil 100mg 10 comprimidos,Disponível,2.32,1.08,1.14,Vera Cruz
7.89492E+12,Esomex 20mg 28 comprimidos revestidos,Esgotado,90.49,85.97,90.49,Vera Cruz
7.89601E+12,Doxaprost 2mg 30 comprimidos,Disponível,37.28,9.57,10.07,Vera Cruz
7.89626E+12,Exforge HCT 320mg + 25mg + 10mg 28 comprimidos revestidos,Esgotado,237.79,225.9,79.26,Vera Cruz
7.89345E+12,Tanderalgin 30 comprimidos,Disponível,47.6,13.11,13.8,Vera Cruz
7.89804E+12,Fumasil 60 Comprimidos Orodispersíveis,Disponível,73.9,64.59,67.99,Vera Cruz
7.89609E+12,Albocresil 360mg/g Solução Concentrada 12ml,Disponível,44.48,40.15,42.26,Vera Cruz
7.89668E+12,Parkidopa 250mg + 25mg 30 comprimidos,Disponível,60.04,46.2,48.63,Vera Cruz
7.89492E+12,Concárdio 5mg 30 comprimidos revestidos,Esgotado,81.12,77.06,81.12,Vera Cruz
7.89602E+12,Sal de Frutas Eno Limão 100g,Disponível,30.73,22.48,23.66,Vera Cruz
7.89667E+12,Fostair 100/6mcg Suspensão Aerossol 120 doses 8ml,Disponível,211.03,200.48,70.34,Vera Cruz
7.89732E+12,Vitamina D3 Addera D3 50.000UI 4 cápsulas moles,Esgotado,142.88,112.66,59.3,Vera Cruz
7.89732E+12,Vitamina D3 Addera D3 10.000UI 4 Cápsulas Moles,Disponível,68.54,61.85,65.11,Vera Cruz
7.89864E+12,Lomecan 2% Creme Vaginal com 3 aplicadores descartáveis 20g,Disponível,69.71,61.59,64.83,Vera Cruz
7.89664E+12,"INIBINA - 10mg, 20 comprimidos",Esgotado,119.26,105.36,55.46,Vera Cruz
7.89666E+12,"Solução Nasal Sorine 0,5mg/ml 30ml",Disponível,27.51,23,24.21,Vera Cruz
7.89611E+12,Triazol 150mg 2 cápsulas,Disponível,63.32,52.34,55.09,Vera Cruz
7.89732E+12,Magnopyrol 500mg/ml Gotas 10ml,Esgotado,26.48,23.14,24.36,Vera Cruz
7.89626E+12,Entresto 24mg + 26mg 28 comprimidos revestidos,Disponível,202.28,192.17,67.43,Vera Cruz
7.89114E+12,Alivium 400mg 8 cápsulas líquidas,Disponível,27.49,23.5,24.74,Vera Cruz
7.89686E+12,Oxipelle 10mg/ml Solução Tópica 20ml,Disponível,59.91,51.79,54.52,Vera Cruz
7.89664E+12,Broncho - Vaxom 7mg 30 cápsulas,Disponível,317.91,256.71,90.07,Vera Cruz
7.89732E+12,Vitamina D3 Addera D3 7.000UI 4 cápsulas moles,Disponível,43.95,39.66,41.75,Vera Cruz
7.89702E+12,Protetor Ocular Oftam Grande Bege 20un,Disponível,33.9,27.69,29.15,Vera Cruz
7.89896E+12,Naldecon Multi 4 comprimidos,Disponível,10.99,8.87,9.34,Vera Cruz
7.89652E+12,Cimegripe Dia 12 comprimidos,Esgotado,21.58,22.33,21.58,Vera Cruz
7.89608E+12,Clifemin 160mg 30 comprimidos,Disponível,153.8,124.19,65.37,Vera Cruz
7.89628E+12,"Hyaludermin 0,2% Creme Uso Dermatologico 10g",Esgotado,42.46,33.08,34.82,Vera Cruz
7.89611E+12,Bhena 5mg 30 comprimidos revestidos,Disponível,86.18,64.68,68.08,Vera Cruz
7.89804E+12,"Marevan 7,5mg 30 comprimidos",Disponível,52.79,39.62,41.7,Vera Cruz
7.89734E+12,Gracial 25mcg + 40mcg +125mcg + 30mcg 22 comprimidos,Disponível,61.16,37.76,39.75,Vera Cruz
7.89803E+12,Daflon 500mg FFPM 30 comprimidos revestidos,Disponível,133.3,105.11,55.32,Vera Cruz
7.89803E+12,Daflon 500mg FFPM 60 comprimidos revestidos,Disponível,227.81,179.63,63.03,Vera Cruz
7.89106E+12,Analgésico Dorflex 36 comprimidos,Disponível,23.74,18.04,18.99,Vera Cruz
7.89666E+12,Flogoral 3mg Pastilhas Sabor Laranja 12un,Disponível,20.85,18.02,18.97,Vera Cruz
7.89132E+12,Tâmisa 30 75mcg + 30mcg 63 drágeas,Disponível,94.6,72.8,76.63,Vera Cruz
7.89858E+12,"Zomig OD 2,5mg 2 comprimidos orodispersíveis",Esgotado,76.78,59.81,62.96,Vera Cruz
7.89114E+12,Oximax 400mcg Refil 30 cápsulas de pó para inalação,Esgotado,89.46,67.99,71.57,Vera Cruz
7.89652E+12,Pomada Dermatológica Nebacimed 50g,Disponível,37.01,19.34,20.36,Vera Cruz
7.89492E+12,"Bramicar HCT 80mg + 12,5mg 30 comprimidos",Disponível,107.54,91.95,96.79,Vera Cruz
7.89627E+12,"Psorex 0,5mg/g Creme Dermatológico 30g",Esgotado,49.95,47.45,49.95,Vera Cruz
7.89671E+12,Lidogel 20mg/g Neo Química Geleia 2% 30g,Disponível,24.68,16.64,17.52,Vera Cruz
7.89609E+12,Buscofem 400mg 2 cápsulas,Disponível,7.96,6.28,6.61,Vera Cruz
7.89652E+12,Cimegripe Dor e Febre 750mg 20 comprimidos,Disponível,20.44,19.42,20.44,Vera Cruz
7.89804E+12,Gynopac 2 comprimidos + Creme Ginecológico 35g + 7 aplicadores,Disponível,121.24,100.21,52.74,Vera Cruz
7.89172E+12,Glifage XR 500mg 30 comprimidos de liberação prolongada,Disponível,11.95,7.27,7.65,Vera Cruz
7.89132E+12,Ebastel 10mg 10 comprimidos,Esgotado,77.8,73.91,77.8,Vera Cruz
7.89666E+12,Vertizine D - 10mg + 3mg 20 comprimidos,Esgotado,95.32,71.54,75.3,Vera Cruz
7.89741E+12,BenicarAnlo 40mg/5mg 30 comprimidos revestidos,Disponível,103.89,75.01,78.96,Vera Cruz
7.89601E+12,Demedrox 150mg/ml Suspensão Injetável 1 seringa + 1agulha,Esgotado,45.62,27.74,29.2,Vera Cruz
7.89623E+12,Óleo de Rícino ADV Farma 30ml,Esgotado,9.3,7.6,8,Vera Cruz
7.8976E+12,Puran T4 100mcg 30 comprimidos,Disponível,17.36,12.04,12.67,Vera Cruz
7.89666E+12,NovaCort Pomada 30g,Disponível,48.24,39.42,41.49,Vera Cruz
7.89309E+12,Previgrip Weleda 20g,Disponível,99.9,86.36,90.91,Vera Cruz
7.89611E+12,Embo 5mg 60 comprimidos revestidos,Disponível,235.24,178.78,62.73,Vera Cruz
7.89741E+12,Lixiana 60mg 30 Comprimidos Revestidos,Disponível,148.85,128.68,67.73,Vera Cruz
7.89492E+12,Impere 5mg 30 comprimidos revestidos,Disponível,156.68,125.03,65.81,Vera Cruz
7.89624E+12,Vonau Flash 4mg Biolab 10 comprimidos de desintegração oral,Disponível,49.45,34.76,36.59,Vera Cruz
7.89623E+12,Prolopa BD 100/25mg 30 comprimidos,Disponível,65.72,48.7,51.26,Vera Cruz
7.89627E+12,Beclosol 50mcg/mg Spray Nasal Aquoso com 200 doses 24ml,Disponível,91.84,74.16,78.06,Vera Cruz
7.89492E+12,Neutrofer 250mg/ml Gotas 30ml,Disponível,65.29,55.2,58.11,Vera Cruz
7.89172E+12,Citoneurin 5.000 20 drágeas,Esgotado,71.89,68.3,71.89,Vera Cruz
7.89618E+12,"Solução Oftálmica Maxibell 0,5mg/m + 4mg/ml 10ml",Esgotado,18.24,13.69,14.41,Vera Cruz
7.89809E+12,Loção Oleosa Dersani 100ml,Esgotado,39.9,34.11,35.91,Vera Cruz
7.89618E+12,"Lotar 2,5mg + 50mg 30 cápsulas",Esgotado,88.06,68.6,72.21,Vera Cruz
7.89609E+12,"Elani Ciclo 3mg + 0,03mg 63 comprimidos revestidos",Disponível,174.08,124.03,65.28,Vera Cruz
7.89664E+12,Lactosil Flora 30 cápsulas,Disponível,57.9,55.01,57.9,Vera Cruz
7.8976E+12,Doxuran 2mg 30 comprimidos,Disponível,26.32,16,16.84,Vera Cruz
7.89601E+12,Analgésico Advil 400mg 8 cápsulas líquidas,Disponível,25.64,17.78,18.72,Vera Cruz
7.89586E+12,Magnésia Bisurada Sabor Menta 10 pastilhas,Disponível,13.49,12.05,12.68,Vera Cruz
7.89741E+12,Benicar 20mg 30 comprimidos revestidos,Disponível,84.47,61.79,65.04,Vera Cruz
7.89611E+12,Dacxi 15mg 28 comprimidos revestidos,Esgotado,124.35,94.51,99.48,Vera Cruz
7.89611E+12,Aradois 50mg 30 comprimidos revestidos,Disponível,57.29,4.9,5.16,Vera Cruz
7.89127E+12,Citalor 20mg 30 comprimidos revestidos,Disponível,159.59,119.78,63.04,Vera Cruz
7.89609E+12,Plenance 10mg 90 comprimidos revestidos,Disponível,138.66,100.11,52.69,Vera Cruz
7.89611E+12,"VASOPRIL PLUS - 10mg + 25mg, 60 comprimidos",Disponível,116.56,86.37,90.92,Vera Cruz
7.89664E+12,Inilok 40mg Apsen 60 comprimidos,Disponível,132.95,87.15,91.74,Vera Cruz
7.89609E+12,Buscopan Gotas 10mg 20ml,Disponível,29.49,24.38,25.66,Vera Cruz
7.89609E+12,AAS Infantil 100mg com 120 comprimidos,Disponível,100.99,95.94,50.5,Vera Cruz
7.89732E+12,"Fluidificante e Descongestionante Nasal Rinosoro Gotas 0,9% 30ml",Disponível,23.78,21.01,22.12,Vera Cruz
7.89817E+12,Pomada Dermatológico Cetobeta 30g,Disponível,41.17,14.86,15.64,Vera Cruz
7.89671E+12,Picbam 5mg 20 comprimidos revestidos,Esgotado,105.22,99.96,52.61,Vera Cruz
7.89666E+12,"Flogoral 1,5mg/ml Spray Sabor Cereja 30ml",Disponível,42.79,36.99,38.94,Vera Cruz
7.89708E+12,"ALTIVA - 120mg, 10 comprimidos",Disponível,65.81,54.39,57.25,Vera Cruz
7.89666E+12,Artrosil 160mg 10 cápsulas duras de liberação prolongada,Disponível,39.18,32.76,34.48,Vera Cruz
7.89664E+12,Retemic UD 10mg 30 comprimidos de liberação controlada,Esgotado,136.09,129.29,68.05,Vera Cruz
7.89623E+12,Suplemento Vitamínico Caldê 60 comprimidos mastigáveis,Disponível,115.75,109.96,57.88,Vera Cruz
7.89741E+12,Benicar 40mg 30 comprimidos revestidos,Disponível,88.79,64.95,68.37,Vera Cruz
7.89295E+12,Mitrul 15mg 10 cápsulas gelatinosas duras de liberação prolongada,Disponível,63.19,51.02,53.71,Vera Cruz
7.89666E+12,Digeplus 7mg + 40mg + 50mg Aché 30 Cápsulas,Disponível,55.8,47.71,50.22,Vera Cruz
7.89116E+12,Suplemento Hidroeletrolítico Pedialyte Max Morango 500ml,Disponível,23.9,21.12,22.23,Vera Cruz
7.89671E+12,Mirador 1g 10 comprimidos,Disponível,25.89,17.96,18.9,Vera Cruz
7.89804E+12,Suplemento Alimentar Calcitran Triflex 30 comprimidos,Disponível,68.9,65.46,68.9,Vera Cruz
7.89713E+12,Micolamina 10mg/ml Loção Spray 50ml,Disponível,98.8,78.84,82.99,Vera Cruz
7.89666E+12,Zior 250mg 28 comprimidos,Disponível,145.31,118.72,62.49,Vera Cruz
7.89127E+12,Feldene SL 20mg 10 comprimidos de dissolução instantânea,Esgotado,93.25,72.65,76.47,Vera Cruz
8.90222E+12,Olmecor 20mg 60 comprimidos revestidos,Disponível,103.96,71.11,74.85,Vera Cruz
7.89492E+12,"Bramicar HCT 80mg + 12,5mg 60 comprimidos",Disponível,137.64,107.22,56.43,Vera Cruz
7.89771E+12,Novorapid Flexpen 100U/ml 1 carpule com 3ml + 1 sistema de aplicação,Disponível,66.52,54.98,57.87,Vera Cruz
7.89586E+12,Aldomet 500mg 30 comprimidos revestidos,Disponível,89.98,69.24,72.88,Vera Cruz
7.89652E+12,Vitamina D Cimed 7.000UI 8 Comprimidos,Esgotado,22.3,10.17,10.7,Vera Cruz
7.89611E+12,Pantogar Biolab 90 Cápsulas,Disponível,345.95,328.65,115.32,Vera Cruz
7.89666E+12,"Decadron 0,75mg 20 comprimidos",Disponível,15.5,12.82,13.49,Vera Cruz
7.89732E+12,"Solução Oftálmica Still 0,1% 5ml",Disponível,22.78,18.83,19.82,Vera Cruz
7.89982E+12,Nevrix 100mg + 100mg + 5000mcg 20 comprimidos revestidos,Disponível,73.63,57.36,60.38,Vera Cruz
7.89666E+12,Meritor 2mg + 1000mg 30 comprimidos revestidos,Disponível,66.38,52.35,55.1,Vera Cruz
7.89666E+12,Prelone 20mg 10 comprimidos,Disponível,36.66,30.3,31.89,Vera Cruz
7.89626E+12,"Iruxol Mono 1,2U Pomada 30g",Disponível,118.36,95.58,50.31,Vera Cruz
7.89666E+12,Betadine 24mg 60 comprimidos,Disponível,85.83,65.23,68.66,Vera Cruz
7.89623E+12,Permear 300mg 20 comprimidos revestidos,Esgotado,172.85,164.21,57.62,Vera Cruz
7.89127E+12,Feldene 20mg 10 cápsulas,Disponível,45.98,37.56,39.54,Vera Cruz
7.89609E+12,"Nesina 12,5mg 30 comprimidos revestidos",Disponível,163.66,155.48,54.55,Vera Cruz
7.89666E+12,Fentizol 20mg/ml Spray 30ml,Disponível,70.12,58.62,61.71,Vera Cruz
7.8981E+12,Xarope Ambrol Sabor Pêssego e Baunilha 100ml,Esgotado,33.03,31.38,33.03,Vera Cruz
7.89624E+12,Pressat 5mg 30 comprimidos,Esgotado,80.01,57.01,60.01,Vera Cruz
7.89609E+12,Suplemento Alimentar Ofolato D Fer 1000UI 30 comprimidos,Esgotado,0,0,0,Vera Cruz
7.89132E+12,Naire 20mg 15 comprimidos,Disponível,68.24,55.1,58,Vera Cruz
7.896E+12,Xarope Clopê Sabor Coco 120ml,Disponível,43.76,41.57,43.76,Vera Cruz
78909700,Melagrião Própolis e Gengibre Spray Sabor Menta 30ml,Disponível,21.99,15.04,15.83,Vera Cruz
7.89621E+12,"SPORANOX - 100mg, 15 cápsulas gelatinosas",Esgotado,335.95,319.15,111.98,Vera Cruz
7.89609E+12,Ebatz 2mg 30 comprimidos revestidos,Disponível,113.41,85.11,89.59,Vera Cruz
7.89295E+12,Fenazic 15mg 30 comprimidos revestidos de liberação prolongada,Disponível,197.99,152.35,53.46,Vera Cruz
7.89623E+12,Adesivos Salonpas Grande 2un,Disponível,9.9,8.08,8.51,Vera Cruz
7.89114E+12,Fluir 12mcg 30 cápsulas de uso inalatório por via oral,Esgotado,0,0,0,Vera Cruz
7.89732E+12,"Solução Oftálmica Alphagan 0,2% 5ml",Disponível,137.72,107.28,56.47,Vera Cruz
7.89132E+12,Musculare 10mg 15 comprimidos revestidos,Disponível,22.97,19.42,20.44,Vera Cruz
7.89611E+12,Livalo 2mg 60 comprimidos revestidos,Disponível,207.91,158.01,55.44,Vera Cruz
7.89618E+12,DERMOMAX - 40mg/g 1 bisnaga com 30g de creme de uso dermatológico,Esgotado,138.76,131.82,69.38,Vera Cruz
7.89609E+12,Neosaldina Dip 1g 10 comprimidos,Disponível,24.99,18.52,19.49,Vera Cruz
7.89609E+12,Dramin B6 30 comprimidos revestidos,Disponível,25.51,22.05,23.21,Vera Cruz
7.89309E+12,Sinudoron Weleda 80 comprimidos,Disponível,97.5,85.22,89.7,Vera Cruz
7.89111E+12,Triquilar 21 drágeas,Disponível,13.42,9.57,10.07,Vera Cruz
7.89127E+12,Antiácido Mylanta Plus Sabor Menta 240ml,Disponível,60.02,51.32,54.02,Vera Cruz
7.89601E+12,Analgésico Advil Mulher 400mg 2 Cápsulas Líquidas,Disponível,6.63,3.52,3.71,Vera Cruz
7.89609E+12,Sumax 25mg 6 comprimidos revstidos,Disponível,39.88,31.83,33.5,Vera Cruz
7.89804E+12,Suplemento Alimentar Calcitran MDK Sabor Menta 30 comprimidos mastigáveis,Disponível,64.2,47.58,50.08,Vera Cruz
7.89624E+12,Ablok 50mg 30 comprimidos,Disponível,39.07,30.07,31.65,Vera Cruz
3.10119E+11,Solução para Lentes Rígidas Boston Simplus Multiação 120ml,Disponível,93.5,73.73,77.61,Vera Cruz
7.896E+12,Dienogeste 2mg EMS 30 comprimidos,Disponível,74.64,33.33,35.08,Vera Cruz
7.89666E+12,Divena 40mg 30 comprimidos,Disponível,75.04,62.74,66.04,Vera Cruz
7.89101E+12,Tylenol 750mg 4 comprimidos revestidos,Disponível,10.58,9.04,9.52,Vera Cruz
7.89734E+12,Desalex 5mg 30 comprimidos revestidos,Disponível,131.17,105.92,55.75,Vera Cruz
7.89671E+12,Fluidificante e Descongestionante Nasal Neosoro Infantil 30ml,Disponível,13.35,8.37,8.81,Vera Cruz
7.89602E+12,Sal de Frutas Eno Abacaxi 100g,Disponível,30.73,22.48,23.66,Vera Cruz
5.70219E+12,Azelan Gel 150mg/g 30g,Disponível,93.73,77.47,81.55,Vera Cruz
7.89793E+12,"Avicis 0,25mg/ml Solução Capilar 100ml",Esgotado,243.01,193.92,68.04,Vera Cruz
7.89492E+12,Suplemento Vitamínico Neutrofer Poli 30ml,Disponível,77.5,73.63,77.5,Vera Cruz
7.89172E+12,Roxflan 10mg 30 comprimidos,Disponível,62.04,46.56,49.01,Vera Cruz
7.89621E+12,"Atacand HCT 8mg + 12,5mg 30 comprimidos",Esgotado,180.74,171.7,60.25,Vera Cruz
7.89627E+12,"Flutivate 0,5mg/g Creme 15g",Disponível,63.23,51.66,54.38,Vera Cruz
7.89626E+12,Seebri 50mcg 30 cápsulas com pó para inalação + 1 inalador,Esgotado,297.11,282.25,99.04,Vera Cruz
7.8976E+12,Doxuran 4mg 30 comprimidos,Disponível,52.52,27.45,28.89,Vera Cruz
7.89664E+12,Inilok 40mg Apsen 30 Comprimidos,Disponível,73.85,45.6,48,Vera Cruz
7.89793E+12,"Clob - X 0,5mg/g Creme Dermatológico 30g",Disponível,53.15,43.42,45.71,Vera Cruz
7.89666E+12,Artrosil 160mg 20 cápsulas duras de liberação prolongada,Disponível,83,67.02,70.55,Vera Cruz
7.89106E+12,"Puran T4 62,5mcg 30 comprimidos",Disponível,19.42,13.47,14.18,Vera Cruz
7.89605E+12,Solução Multiuso Renu Fresh 355ml + 120ml + Estojo para Lentes,Disponível,42.9,37.91,39.9,Vera Cruz
7.89603E+12,Micardis Anlo 40mg + 5mg 30 comprimidos,Disponível,132.52,105.75,55.66,Vera Cruz
7.89609E+12,Sumax 25mg 4 comprimidos revestidos,Disponível,34.69,27.68,29.14,Vera Cruz
7.89104E+12,Nuromol 200mg + 500mg 6 comprimidos revestidos,Disponível,17.89,13.25,13.95,Vera Cruz
7.89492E+12,Penvir Lábia 10mg/g Creme Dermatológico 5g,Esgotado,67.13,52.3,55.05,Vera Cruz
7.89625E+12,Betaserc 24mg 60 comprimidos,Disponível,125.98,94.54,99.52,Vera Cruz
7.89626E+12,Voltaren Retard 100mg 10 comprimidos  revestidos de liberação prolongada,Esgotado,54.84,45.32,47.71,Vera Cruz
7.89869E+12,Suplemento Alimentar Althaia Vitamina D3 2.000UI 30 cápsulas gel,Disponível,22.9,21.76,22.9,Vera Cruz
7.89633E+12,Ritmoneuran RTM 20 Cápsulas,Disponível,26.5,21.65,22.79,Vera Cruz
7.896E+12,Dorilen 12 comprimidos,Disponível,25.49,17.92,18.86,Vera Cruz
7.89623E+12,Probiótico ZincoPro Marjan Farma 30 cápsulas,Disponível,138.6,131.67,69.3,Vera Cruz
7.89664E+12,Litocit 1080mg 60 comprimidos de liberação prolongada,Esgotado,86.36,73.02,76.86,Vera Cruz
7.89586E+12,Imuran 50mg 50 comprimidos revestidos,Disponível,289.86,223.05,78.26,Vera Cruz
7.89492E+12,Suplemento Alimentar Neutrofer Folato D 90 comprimidos revestidos,Disponível,152.9,145.26,50.97,Vera Cruz
7.89623E+12,Bicarbonato de Sódio ADV 100g,Disponível,10.5,7.69,8.09,Vera Cruz
7.89608E+12,Androsten UNO 280mg 15 comprimidos revestidos,Disponível,215.63,176.17,61.81,Vera Cruz
7.89652E+12,Xarope Dexmine 120ml,Disponível,32.66,16.76,17.64,Vera Cruz
7.89664E+12,Suplemento Alimentar de Vitamina D Inpruv D 1.000UI 30 comprimidos mastigáveis,Esgotado,13.99,11.96,12.59,Vera Cruz
7.89732E+12,Vitamina D3 Addera D3 10.000UI 10 comprimidos revestidos,Disponível,120.89,95.32,50.17,Vera Cruz
7.89843E+12,DPrev 2.000UI 60 comprimidos revestidos,Disponível,73.35,50.87,53.55,Vera Cruz
7.89609E+12,Venalot 15mg + 90mg 30 drágeas,Disponível,76.17,60.06,63.22,Vera Cruz
7.89132E+12,"Versa 40mg/0,4ml Solução Injetável 6 seringas com 0,4ml com sistema de segurança",Disponível,508.88,367.41,128.92,Vera Cruz
7.89623E+12,"Sais para Reidratação Oral Hidroral Sabor Tradicional 4 unidades de 27,9g cada",Disponível,19.9,15.69,16.52,Vera Cruz
7.89633E+12,Ritmoneuran RTM Flaconete 10ml,Esgotado,4.9,3.91,4.12,Vera Cruz
7.89793E+12,"Esmalte Loceryl 50mg/ml 2,5ml",Disponível,232.92,192.51,67.55,Vera Cruz
7.89626E+12,Galvus 50mg 56 comprimidos,Esgotado,268.04,254.64,89.35,Vera Cruz
7.89859E+12,Cedur Retard 400mg 30 comprimidos revestidos de liberação prolongada,Esgotado,206.49,156.93,55.06,Vera Cruz
7.89106E+12,Anador 1g 10 comprimidos,Disponível,17.01,11.8,12.42,Vera Cruz
7.89132E+12,Diupress 25mg + 5mg 30 comprimidos,Disponível,46.27,35.17,37.02,Vera Cruz
7.89671E+12,Peridal 10mg 30 comprimidos,Disponível,28.12,24.04,25.31,Vera Cruz
7.896E+12,"Celergin 0,4mg/ml + 0,05mg/ml Xarope 120ml",Disponível,37.74,32.27,33.97,Vera Cruz
7.89609E+12,Minian 150mcg + 20mcg 21 comprimidos,Disponível,46.6,34.53,36.35,Vera Cruz
5.70219E+12,Daivonex 50mcg/g Pomada Dermatológica 30g,Disponível,137.35,108.3,57,Vera Cruz
7.89609E+12,Apracur Duo 6 comprimidos,Disponível,10.46,9.44,9.94,Vera Cruz
7.8989E+12,Teste de Gravidez Fast Test 1un,Disponível,7.99,2.36,2.48,Vera Cruz
7.89611E+12,Novanlo 5mg 60 comprimidos,Esgotado,282.1,182.24,63.94,Vera Cruz
7.89666E+12,Trezor 5mg 30 comprimidos,Disponível,34.73,27.39,28.83,Vera Cruz
7.89127E+12,Eliquis 5mg 20 Comprimidos Revestidos,Esgotado,133.74,127.05,66.87,Vera Cruz
7.89664E+12,Miosan 10mg 30 comprimidos,Disponível,70.74,49.73,52.35,Vera Cruz
7.89626E+12,"Diovan HCT 80mg + 12,5mg 28 comprimidos revestidos",Esgotado,157.14,149.28,52.38,Vera Cruz
7.89856E+12,Elidel 10mg/g Creme 15g,Esgotado,256.73,197.55,69.32,Vera Cruz
7.89803E+12,Acertil 10mg 30 comprimidos,Disponível,108.54,103.11,54.27,Vera Cruz
7.89611E+12,"Embo 2,5mg 60 comprimidos revestidos",Esgotado,235.24,149.73,52.54,Vera Cruz
7.89893E+12,Niquitin 21mg 7 adesivos transdérmicos transparentes,Disponível,139.06,105.08,55.31,Vera Cruz
7.89609E+12,"Elani 28 3mg + 0,03mg 28 comprimidos revestidos",Esgotado,96.92,69.06,72.69,Vera Cruz
7.89611E+12,"Gestrelan 0,15mg + 0,03mg 21 comprimidos revestidos",Disponível,13.74,9.53,10.03,Vera Cruz
7.89664E+12,Broncho - Vaxom 7mg 10 cápsulas,Disponível,110.72,86.25,90.79,Vera Cruz
7.89609E+12,Naprix A 10mg + 5mg 30 cápsulas,Disponível,79.28,57.24,60.25,Vera Cruz
7.89106E+12,Lantus 100UI/ml 1 carpule com 3ml,Disponível,113.21,89.26,93.96,Vera Cruz
7.89664E+12,Azulfin 500mg 60 comprimidos revestidos,Disponível,139.85,120.9,63.63,Vera Cruz
7.89664E+12,Mesacol 500mg 15 supositórios,Disponível,164.75,128.35,67.55,Vera Cruz
7.89106E+12,Suplemento Vitamínico Depura 500UI/Gota 10ml,Esgotado,99.4,94.43,99.4,Vera Cruz
7.89671E+12,Massageol Pomada 15g,Disponível,16.63,11.53,12.14,Vera Cruz
7.89793E+12,"Clob - X 0,5mg/ml Shampoo 125ml",Esgotado,198.85,156.8,55.02,Vera Cruz
7.89947E+12,Maxalgina 1g 10 Comprimidos,Disponível,27.96,9.83,10.35,Vera Cruz
7.896E+12,"Betametasona 0,1mg/ml sabor Framboesa 120ml",Esgotado,26.24,11.71,12.33,Vera Cruz
7.89666E+12,Montelair 5mg Sabor Cereja 30 comprimidos mastigáveis,Disponível,78.9,62.22,65.49,Vera Cruz
7.89608E+12,Isoflavine 75mg 30 comprimidos revestidos,Disponível,86.75,70.88,74.61,Vera Cruz
7.89609E+12,Plurair 50mcg/dose Spray 120 doses 12ml,Esgotado,72.92,57.49,60.52,Vera Cruz
7.89607E+12,Profenid 100mg/2ml Solução Injetável 6 ampolas com 2ml cada,Esgotado,41.93,34.66,36.48,Vera Cruz
7.89893E+12,Niquitin 14mg 7 adesivos transdérmicos transparentes,Disponível,133.12,104.97,55.25,Vera Cruz
7.89637E+12,Passajá 1 flaconete com 4ml,Esgotado,9.34,7.99,8.41,Vera Cruz
7.89666E+12,Montelair 10mg 30 comprimidos revestidos,Disponível,78.9,62.22,65.49,Vera Cruz
7.89611E+12,DTN-fol 400mcg + 10mg 90 cápsulas moles,Esgotado,190.72,181.18,63.57,Vera Cruz
7.896E+12,Bálsamo Bengué Aerossol 85ml,Disponível,28.41,21.05,22.16,Vera Cruz
7.89669E+12,Suplemento Vitamínico Imunoglucan DS Sabor Tutti-Frutti 150ml,Disponível,82.9,73.25,77.1,Vera Cruz
7.89602E+12,Ad-Muc 100mg Pomada Bucal 10g,Disponível,55.17,46.65,49.1,Vera Cruz
7.89864E+12,Suplemento Hidroeletrolítico Sorox Sabor Limão 550ml,Esgotado,12.9,11.28,11.87,Vera Cruz
7.89642E+12,Zanidip 20mg 30 comprimidos,Não Encontrado na Busca,0,0,0,Vera Cruz
7.89611E+12,Doss 7.000UI 30 cápsulas gelatinosas moles,Disponível,110.17,72.22,76.02,Vera Cruz
7.89607E+12,Bi-Profenid 150mg 10 comprimidos revestidos de liberação prolongada,Disponível,85.26,68.04,71.62,Vera Cruz
7.89671E+12,"Neocoflan 11,6mg/g Aerossol 85ml",Disponível,51.97,28.14,29.62,Vera Cruz
7.89805E+12,Ibupril 100mg/ml Sabor Tutti-Frutti 20ml,Não Encontrado na Busca,0,0,0,Vera Cruz
7.89664E+12,Oto-Xilodase Gotas 8ml,Disponível,27.65,24.96,26.27,Vera Cruz
5.70219E+12,Advantan 1mg/g Creme Dermatológico 15g,Disponível,87.52,72.33,76.14,Vera Cruz
5.70219E+12,"ICADEN - 10mg/mL, 1 frasco spray com 60mL de solução de uso dermatológico",Não Encontrado na Busca,0,0,0,Vera Cruz
7.89609E+12,Benegrip 20 comprimidos revestidos,Disponível,47.49,41.06,43.22,Vera Cruz
7.89813E+12,Suplemento Hidroeletrolítico Hidralyte Natulab Tutti-Frutti 500ml,Disponível,17.5,12.14,12.78,Vera Cruz
7.89732E+12,Doss 3.000UI Vitamina D3 30 cápsulas gelatinosas moles,Disponível,68.54,61.85,65.11,Vera Cruz
7.89127E+12,Depo-Medrol 40mg/ml 1 ampola de 2ml,Esgotado,29.75,22.33,23.5,Vera Cruz
7.89825E+12,Peg-Lax 17g Pó para Solução Sabor Limão 14 envelopes,Não Encontrado na Busca,0,0,0,Vera Cruz
7.89666E+12,Antux Gotas 20ml,Disponível,61.87,51.14,53.83,Vera Cruz
7.89633E+12,ABC Spray 10mg/ml 30ml,Disponível,49.11,26.59,27.99,Vera Cruz
